chromosome,HindIII fragment,chromosome,HindIII fragment,sequence frequency,P value,Q value
3,179419,12,963085,6,"2,03E-04","8,01E-03"
3,179988,12,508892,6,"1,56E-05","2,87E-03"
3,182305,12,15600,6,"2,03E-04","8,01E-03"
3,182305,12,17892,11,"1,56E-09","4,62E-07"
3,182305,12,37856,7,"2,32E-05","1,44E-03"
3,182305,12,43985,9,"2,10E-07","3,01E-05"
3,182305,12,48509,9,"2,10E-07","3,01E-05"
3,182305,12,60149,7,"2,32E-05","1,44E-03"
3,182305,12,92867,8,"2,34E-06","2,23E-04"
3,182305,12,107231,8,"2,34E-06","2,23E-04"
3,182305,12,110182,7,"2,32E-05","1,44E-03"
3,182305,12,129645,7,"2,32E-05","1,44E-03"
3,182305,12,180596,7,"2,32E-05","1,44E-03"
3,182305,12,211324,7,"2,32E-05","1,44E-03"
3,182305,12,234066,7,"2,32E-05","1,44E-03"
3,182305,12,269937,6,"2,03E-04","8,01E-03"
3,182305,12,308487,12,"4,01E-10","1,64E-07"
3,182305,12,347076,7,"2,32E-05","1,44E-03"
3,182305,12,399442,7,"2,32E-05","1,44E-03"
3,182305,12,508892,7,"1,12E-06","4,06E-04"
3,182305,12,515072,9,"2,10E-07","3,01E-05"
3,182305,12,615206,6,"2,03E-04","8,01E-03"
3,186518,12,22161,9,"2,10E-07","3,01E-05"
3,186518,12,28832,8,"2,34E-06","2,23E-04"
3,186518,12,32576,12,"4,01E-10","1,64E-07"
3,186518,12,37856,6,"2,03E-04","8,01E-03"
3,186518,12,39929,8,"2,34E-06","2,23E-04"
3,186518,12,42595,9,"2,10E-07","3,01E-05"
3,186518,12,43985,7,"2,32E-05","1,44E-03"
3,186518,12,48509,10,"1,73E-08","3,62E-06"
3,186518,12,69112,7,"2,32E-05","1,44E-03"
3,186518,12,72510,7,"2,32E-05","1,44E-03"
3,186518,12,92867,7,"2,32E-05","1,44E-03"
3,186518,12,101926,9,"2,10E-07","3,01E-05"
3,186518,12,110182,7,"2,32E-05","1,44E-03"
3,186518,12,129645,7,"2,32E-05","1,44E-03"
3,186518,12,148149,9,"2,10E-07","3,01E-05"
3,186518,12,173326,9,"2,10E-07","3,01E-05"
3,186518,12,180596,7,"2,32E-05","1,44E-03"
3,186518,12,182847,9,"2,10E-07","3,01E-05"
3,186518,12,199012,6,"2,03E-04","8,01E-03"
3,186518,12,211324,6,"2,03E-04","8,01E-03"
3,186518,12,227670,7,"2,32E-05","1,44E-03"
3,186518,12,269937,6,"2,03E-04","8,01E-03"
3,186518,12,297382,6,"2,03E-04","8,01E-03"
3,186518,12,301785,6,"2,03E-04","8,01E-03"
3,186518,12,317262,7,"2,32E-05","1,44E-03"
3,186518,12,326415,10,"1,73E-08","3,62E-06"
3,186518,12,333978,8,"2,34E-06","2,23E-04"
3,186518,12,347076,7,"2,32E-05","1,44E-03"
3,186518,12,353111,9,"2,10E-07","3,01E-05"
3,186518,12,990034,6,"2,03E-04","8,01E-03"
3,186518,12,1018768,6,"2,03E-04","8,01E-03"
3,188352,12,878681,10,"1,03E-09","1,91E-06"
3,192182,12,17892,6,"2,03E-04","8,01E-03"
3,192182,12,22161,15,"3,17E-10","1,64E-07"
3,192182,12,32576,6,"2,03E-04","8,01E-03"
3,192182,12,37856,7,"2,32E-05","1,44E-03"
3,192182,12,48509,7,"2,32E-05","1,44E-03"
3,192182,12,64394,8,"2,34E-06","2,23E-04"
3,192182,12,69112,10,"1,73E-08","3,62E-06"
3,192182,12,72510,13,"3,22E-10","1,64E-07"
3,192182,12,81595,12,"4,01E-10","1,64E-07"
3,192182,12,83084,7,"2,32E-05","1,44E-03"
3,192182,12,87022,9,"2,10E-07","3,01E-05"
3,192182,12,92867,6,"2,03E-04","8,01E-03"
3,192182,12,101926,6,"2,03E-04","8,01E-03"
3,192182,12,107231,8,"2,34E-06","2,23E-04"
3,192182,12,110182,7,"2,32E-05","1,44E-03"
3,192182,12,129645,11,"1,56E-09","4,62E-07"
3,192182,12,173326,6,"1,56E-05","2,87E-03"
3,192182,12,180596,10,"1,73E-08","3,62E-06"
3,192182,12,182847,13,"3,22E-10","1,64E-07"
3,192182,12,186933,7,"2,32E-05","1,44E-03"
3,192182,12,195375,8,"2,34E-06","2,23E-04"
3,192182,12,199012,7,"2,32E-05","1,44E-03"
3,192182,12,205293,9,"2,10E-07","3,01E-05"
3,192182,12,227670,6,"2,03E-04","8,01E-03"
3,192182,12,234066,7,"2,32E-05","1,44E-03"
3,192182,12,256669,6,"2,03E-04","8,01E-03"
3,192182,12,276680,7,"2,32E-05","1,44E-03"
3,192182,12,280732,10,"1,73E-08","3,62E-06"
3,192182,12,281830,9,"2,10E-07","3,01E-05"
3,192182,12,297382,8,"2,34E-06","2,23E-04"
3,192182,12,301785,6,"2,03E-04","8,01E-03"
3,192182,12,308487,6,"2,03E-04","8,01E-03"
3,192182,12,323625,6,"2,03E-04","8,01E-03"
3,192182,12,326415,6,"2,03E-04","8,01E-03"
3,192182,12,338032,7,"2,32E-05","1,44E-03"
3,192182,12,353111,6,"2,03E-04","8,01E-03"
3,192182,12,354800,8,"2,34E-06","2,23E-04"
3,192182,12,356112,7,"2,32E-05","1,44E-03"
3,192182,12,364287,7,"1,12E-06","4,06E-04"
3,192182,12,799556,9,"2,10E-07","3,01E-05"
3,192182,12,876359,9,"2,10E-07","3,01E-05"
3,192182,12,995742,6,"2,03E-04","8,01E-03"
3,192182,12,1021927,6,"2,03E-04","8,01E-03"
3,196808,12,205293,7,"1,12E-06","4,06E-04"
3,205710,12,22161,8,"2,34E-06","2,23E-04"
3,205710,12,43985,6,"2,03E-04","8,01E-03"
3,205710,12,48509,8,"2,34E-06","2,23E-04"
3,205710,12,72510,8,"2,34E-06","2,23E-04"
3,205710,12,81595,7,"2,32E-05","1,44E-03"
3,205710,12,101926,11,"1,56E-09","4,62E-07"
3,205710,12,129645,10,"1,73E-08","3,62E-06"
3,205710,12,142281,6,"2,03E-04","8,01E-03"
3,205710,12,160802,6,"2,03E-04","8,01E-03"
3,205710,12,173326,8,"2,34E-06","2,23E-04"
3,205710,12,180596,9,"2,10E-07","3,01E-05"
3,205710,12,199012,7,"2,32E-05","1,44E-03"
3,205710,12,227670,6,"2,03E-04","8,01E-03"
3,205710,12,230023,7,"2,32E-05","1,44E-03"
3,205710,12,317262,10,"1,73E-08","3,62E-06"
3,205710,12,326415,6,"1,56E-05","2,87E-03"
3,205710,12,347076,17,"3,17E-10","1,64E-07"
3,205710,12,392832,8,"2,34E-06","2,23E-04"
3,205710,12,798324,10,"1,73E-08","3,62E-06"
3,205710,12,986862,7,"2,32E-05","1,44E-03"
3,212322,12,14458,6,"2,03E-04","8,01E-03"
3,212322,12,17892,8,"2,34E-06","2,23E-04"
3,212322,12,22161,9,"2,10E-07","3,01E-05"
3,212322,12,32576,6,"2,03E-04","8,01E-03"
3,212322,12,36209,8,"2,34E-06","2,23E-04"
3,212322,12,38681,8,"2,34E-06","2,23E-04"
3,212322,12,48509,11,"1,56E-09","4,62E-07"
3,212322,12,64394,9,"2,10E-07","3,01E-05"
3,212322,12,77216,6,"1,56E-05","2,87E-03"
3,212322,12,81595,11,"1,56E-09","4,62E-07"
3,212322,12,87022,6,"2,03E-04","8,01E-03"
3,212322,12,92867,10,"1,73E-08","3,62E-06"
3,212322,12,101926,11,"1,56E-09","4,62E-07"
3,212322,12,107231,7,"2,32E-05","1,44E-03"
3,212322,12,152564,6,"2,03E-04","8,01E-03"
3,212322,12,182847,8,"2,34E-06","2,23E-04"
3,212322,12,199012,7,"2,32E-05","1,44E-03"
3,212322,12,227670,6,"2,03E-04","8,01E-03"
3,212322,12,267736,8,"2,34E-06","2,23E-04"
3,212322,12,280732,8,"2,34E-06","2,23E-04"
3,212322,12,281830,9,"2,10E-07","3,01E-05"
3,212322,12,301785,7,"2,32E-05","1,44E-03"
3,212322,12,320323,6,"2,03E-04","8,01E-03"
3,212322,12,321639,8,"2,34E-06","2,23E-04"
3,212322,12,330370,10,"1,73E-08","3,62E-06"
3,212322,12,338032,6,"2,03E-04","8,01E-03"
3,212322,12,347076,6,"2,03E-04","8,01E-03"
3,212322,12,354800,6,"2,03E-04","8,01E-03"
3,212322,12,387742,8,"2,34E-06","2,23E-04"
3,212322,12,391341,7,"2,32E-05","1,44E-03"
3,212322,12,668968,6,"2,03E-04","8,01E-03"
3,212322,12,671211,7,"2,32E-05","1,44E-03"
3,212322,12,820529,6,"2,03E-04","8,01E-03"
3,212322,12,876359,8,"2,34E-06","2,23E-04"
3,212322,12,884435,7,"2,32E-05","1,44E-03"
3,212322,12,900444,7,"2,32E-05","1,44E-03"
3,215754,12,22161,6,"1,56E-05","2,87E-03"
3,215754,12,48509,6,"1,56E-05","2,87E-03"
3,215754,12,69112,7,"1,12E-06","4,06E-04"
3,215754,12,77216,6,"1,56E-05","2,87E-03"
3,215754,12,246048,6,"1,56E-05","2,87E-03"
3,215754,12,434708,9,"4,80E-09","5,47E-06"
3,217965,12,22161,6,"2,03E-04","8,01E-03"
3,217965,12,39929,6,"2,03E-04","8,01E-03"
3,217965,12,48509,6,"2,03E-04","8,01E-03"
3,217965,12,56963,7,"1,12E-06","4,06E-04"
3,217965,12,69112,8,"2,34E-06","2,23E-04"
3,217965,12,219934,8,"7,14E-08","4,74E-05"
3,217965,12,333978,6,"2,03E-04","8,01E-03"
3,217965,12,347076,6,"2,03E-04","8,01E-03"
3,217965,12,357804,7,"2,32E-05","1,44E-03"
3,217965,12,370229,6,"1,56E-05","2,87E-03"
3,217965,12,407421,7,"1,12E-06","4,06E-04"
3,217965,12,423310,10,"1,73E-08","3,62E-06"
3,217965,12,758589,8,"2,34E-06","2,23E-04"
3,223623,12,69112,6,"2,03E-04","8,01E-03"
3,223623,12,182847,6,"1,56E-05","2,87E-03"
3,223623,12,333978,7,"1,12E-06","4,06E-04"
3,223623,12,399442,6,"1,56E-05","2,87E-03"
3,223623,12,661926,6,"2,03E-04","8,01E-03"
3,231416,12,43985,8,"7,14E-08","4,74E-05"
3,231416,12,101926,6,"1,56E-05","2,87E-03"
3,231416,12,315611,6,"1,56E-05","2,87E-03"
3,238833,12,32576,10,"1,73E-08","3,62E-06"
3,238833,12,36209,7,"2,32E-05","1,44E-03"
3,238833,12,37856,7,"2,32E-05","1,44E-03"
3,238833,12,60149,7,"1,12E-06","4,06E-04"
3,238833,12,92867,6,"2,03E-04","8,01E-03"
3,238833,12,199012,6,"2,03E-04","8,01E-03"
3,238833,12,205293,6,"2,03E-04","8,01E-03"
3,238833,12,308487,7,"1,12E-06","4,06E-04"
3,238833,12,326415,10,"1,73E-08","3,62E-06"
3,238833,12,351168,6,"2,03E-04","8,01E-03"
3,238833,12,693128,6,"2,03E-04","8,01E-03"
3,238833,12,884435,6,"2,03E-04","8,01E-03"
3,242848,12,22161,8,"2,34E-06","2,23E-04"
3,242848,12,72510,8,"2,34E-06","2,23E-04"
3,242848,12,83084,11,"1,56E-09","4,62E-07"
3,242848,12,87022,7,"2,32E-05","1,44E-03"
3,242848,12,107231,6,"2,03E-04","8,01E-03"
3,242848,12,129645,8,"2,34E-06","2,23E-04"
3,242848,12,515072,6,"2,03E-04","8,01E-03"
3,242848,12,618089,7,"2,32E-05","1,44E-03"
3,242848,12,1018768,6,"2,03E-04","8,01E-03"
3,242848,12,1028238,7,"1,12E-06","4,06E-04"
3,243898,12,37856,6,"2,03E-04","8,01E-03"
3,243898,12,69112,7,"2,32E-05","1,44E-03"
3,243898,12,83084,8,"7,14E-08","4,74E-05"
3,243898,12,131348,9,"2,10E-07","3,01E-05"
3,243898,12,320323,6,"2,03E-04","8,01E-03"
3,243898,12,387742,6,"2,03E-04","8,01E-03"
3,244993,12,22161,7,"2,32E-05","1,44E-03"
3,244993,12,32576,7,"2,32E-05","1,44E-03"
3,244993,12,36209,7,"2,32E-05","1,44E-03"
3,247539,12,22161,7,"2,32E-05","1,44E-03"
3,247539,12,38681,7,"2,32E-05","1,44E-03"
3,247539,12,69112,6,"2,03E-04","8,01E-03"
3,247539,12,312933,6,"1,56E-05","2,87E-03"
3,247539,12,333978,6,"2,03E-04","8,01E-03"
3,247539,12,434708,6,"2,03E-04","8,01E-03"
3,247539,12,856580,6,"2,03E-04","8,01E-03"
3,247539,12,1047232,7,"1,12E-06","4,06E-04"
3,250849,12,311573,6,"1,56E-05","2,87E-03"
3,250849,12,387742,6,"1,56E-05","2,87E-03"
3,250849,12,407421,6,"1,56E-05","2,87E-03"
3,256014,12,22161,13,"3,22E-10","1,64E-07"
3,256014,12,28832,14,"3,17E-10","1,64E-07"
3,256014,12,32576,12,"4,01E-10","1,64E-07"
3,256014,12,36209,8,"2,34E-06","2,23E-04"
3,256014,12,37856,8,"2,34E-06","2,23E-04"
3,256014,12,39929,12,"4,01E-10","1,64E-07"
3,256014,12,48509,12,"4,01E-10","1,64E-07"
3,256014,12,69112,8,"2,34E-06","2,23E-04"
3,256014,12,72510,11,"1,56E-09","4,62E-07"
3,256014,12,83084,7,"2,32E-05","1,44E-03"
3,256014,12,101926,6,"1,56E-05","2,87E-03"
3,256014,12,107231,9,"2,10E-07","3,01E-05"
3,256014,12,129645,15,"3,17E-10","1,64E-07"
3,256014,12,146137,9,"2,10E-07","3,01E-05"
3,256014,12,160802,11,"1,56E-09","4,62E-07"
3,256014,12,195375,6,"2,03E-04","8,01E-03"
3,256014,12,205293,16,"3,17E-10","1,64E-07"
3,256014,12,211324,8,"2,34E-06","2,23E-04"
3,256014,12,258616,7,"2,32E-05","1,44E-03"
3,256014,12,347076,8,"2,34E-06","2,23E-04"
3,256014,12,392832,7,"2,32E-05","1,44E-03"
3,256014,12,428471,7,"2,32E-05","1,44E-03"
3,256014,12,528826,8,"2,34E-06","2,23E-04"
3,256014,12,846294,6,"2,03E-04","8,01E-03"
3,263274,12,22161,13,"3,22E-10","1,64E-07"
3,263274,12,32576,7,"2,32E-05","1,44E-03"
3,263274,12,36209,15,"3,17E-10","1,64E-07"
3,263274,12,39929,12,"4,01E-10","1,64E-07"
3,263274,12,42595,6,"2,03E-04","8,01E-03"
3,263274,12,43985,7,"2,32E-05","1,44E-03"
3,263274,12,48509,11,"1,56E-09","4,62E-07"
3,263274,12,69112,6,"2,03E-04","8,01E-03"
3,263274,12,83084,6,"2,03E-04","8,01E-03"
3,263274,12,101926,8,"2,34E-06","2,23E-04"
3,263274,12,107231,9,"2,10E-07","3,01E-05"
3,263274,12,126168,6,"2,03E-04","8,01E-03"
3,263274,12,129645,9,"2,10E-07","3,01E-05"
3,263274,12,182847,8,"2,34E-06","2,23E-04"
3,263274,12,211324,8,"2,34E-06","2,23E-04"
3,263274,12,230023,6,"2,03E-04","8,01E-03"
3,263274,12,321639,10,"1,73E-08","3,62E-06"
3,263274,12,323625,8,"2,34E-06","2,23E-04"
3,263274,12,330370,7,"2,32E-05","1,44E-03"
3,263274,12,347076,10,"1,73E-08","3,62E-06"
3,263274,12,370229,11,"1,56E-09","4,62E-07"
3,263274,12,434708,6,"2,03E-04","8,01E-03"
3,263274,12,599752,6,"2,03E-04","8,01E-03"
3,263274,12,618089,6,"2,03E-04","8,01E-03"
3,263274,12,725268,6,"2,03E-04","8,01E-03"
3,263274,12,729598,7,"1,12E-06","4,06E-04"
3,263274,12,822995,7,"2,32E-05","1,44E-03"
3,263274,12,850351,10,"1,73E-08","3,62E-06"
3,263274,12,867836,7,"1,12E-06","4,06E-04"
3,263274,12,876359,6,"2,03E-04","8,01E-03"
3,263274,12,878681,6,"2,03E-04","8,01E-03"
3,263274,12,900444,7,"2,32E-05","1,44E-03"
3,263274,12,911858,6,"2,03E-04","8,01E-03"
3,263274,12,928565,6,"2,03E-04","8,01E-03"
3,263274,12,937784,6,"2,03E-04","8,01E-03"
3,263274,12,984730,6,"2,03E-04","8,01E-03"
3,263274,12,990034,6,"2,03E-04","8,01E-03"
3,263274,12,1018768,7,"2,32E-05","1,44E-03"
3,263274,12,1047232,6,"2,03E-04","8,01E-03"
3,268509,12,22161,7,"1,12E-06","4,06E-04"
3,268509,12,32576,16,"3,17E-10","1,64E-07"
3,268509,12,41239,6,"1,56E-05","2,87E-03"
3,268509,12,43985,6,"2,03E-04","8,01E-03"
3,268509,12,48509,8,"2,34E-06","2,23E-04"
3,268509,12,64394,6,"2,03E-04","8,01E-03"
3,268509,12,101926,6,"1,56E-05","2,87E-03"
3,268509,12,129645,9,"2,10E-07","3,01E-05"
3,268509,12,143103,8,"2,34E-06","2,23E-04"
3,268509,12,160802,6,"2,03E-04","8,01E-03"
3,268509,12,166301,6,"2,03E-04","8,01E-03"
3,268509,12,230023,6,"2,03E-04","8,01E-03"
3,268509,12,269937,6,"2,03E-04","8,01E-03"
3,268509,12,301785,8,"2,34E-06","2,23E-04"
3,268509,12,315611,6,"1,56E-05","2,87E-03"
3,268509,12,323625,6,"2,03E-04","8,01E-03"
3,268509,12,615206,6,"2,03E-04","8,01E-03"
3,268509,12,1021927,6,"2,03E-04","8,01E-03"
3,270964,12,957381,6,"1,56E-05","2,87E-03"
3,272448,12,107231,9,"2,10E-07","3,01E-05"
3,272448,12,276680,7,"2,32E-05","1,44E-03"
3,272448,12,351168,7,"2,32E-05","1,44E-03"
3,274569,12,22161,8,"2,34E-06","2,23E-04"
3,274569,12,32576,7,"2,32E-05","1,44E-03"
3,274569,12,43985,8,"2,34E-06","2,23E-04"
3,274569,12,326415,6,"2,03E-04","8,01E-03"
3,274569,12,566721,7,"2,32E-05","1,44E-03"
3,274569,12,900444,7,"2,32E-05","1,44E-03"
3,274569,12,1031586,7,"2,32E-05","1,44E-03"
3,278410,12,64394,7,"1,12E-06","4,06E-04"
3,278410,12,263881,7,"1,12E-06","4,06E-04"
3,278410,12,326415,7,"1,12E-06","4,06E-04"
3,278410,12,399442,9,"4,80E-09","5,47E-06"
3,282196,12,36209,6,"2,03E-04","8,01E-03"
3,282196,12,48509,8,"2,34E-06","2,23E-04"
3,282196,12,64394,8,"2,34E-06","2,23E-04"
3,283833,12,36209,7,"2,32E-05","1,44E-03"
3,283833,12,69112,8,"2,34E-06","2,23E-04"
3,283833,12,83084,6,"2,03E-04","8,01E-03"
3,283833,12,87022,10,"1,73E-08","3,62E-06"
3,283833,12,92867,6,"1,56E-05","2,87E-03"
3,283833,12,1036377,6,"2,03E-04","8,01E-03"
3,287217,12,22161,7,"2,32E-05","1,44E-03"
3,287217,12,32576,8,"2,34E-06","2,23E-04"
3,287217,12,36209,11,"1,56E-09","4,62E-07"
3,287217,12,37856,10,"1,73E-08","3,62E-06"
3,287217,12,143103,7,"2,32E-05","1,44E-03"
3,287217,12,186933,7,"2,32E-05","1,44E-03"
3,287217,12,1057506,6,"2,03E-04","8,01E-03"
3,290056,12,166301,6,"1,56E-05","2,87E-03"
3,292989,12,308487,6,"2,03E-04","8,01E-03"
3,300805,12,17892,6,"2,03E-04","8,01E-03"
3,300805,12,22161,6,"2,03E-04","8,01E-03"
3,300805,12,48509,6,"2,03E-04","8,01E-03"
3,311089,12,36209,6,"1,56E-05","2,87E-03"
3,311089,12,994050,7,"1,12E-06","4,06E-04"
3,807,13,13846,12,"4,01E-10","1,64E-07"
3,807,13,23945,8,"2,34E-06","2,23E-04"
3,807,13,37401,6,"2,03E-04","8,01E-03"
3,807,13,78793,6,"2,03E-04","8,01E-03"
3,807,13,115475,8,"2,34E-06","2,23E-04"
3,807,13,220282,8,"2,34E-06","2,23E-04"
3,807,13,278808,6,"2,03E-04","8,01E-03"
3,807,13,292699,9,"2,10E-07","3,01E-05"
3,807,13,314159,10,"1,73E-08","3,62E-06"
3,807,13,919126,6,"2,03E-04","8,01E-03"
3,5195,13,16524,6,"2,03E-04","8,01E-03"
3,5195,13,220282,6,"2,03E-04","8,01E-03"
3,5195,13,346511,7,"1,12E-06","4,06E-04"
3,5195,13,391826,6,"1,56E-05","2,87E-03"
3,5195,13,919126,7,"2,32E-05","1,44E-03"
3,11811,13,13846,8,"2,34E-06","2,23E-04"
3,11811,13,16524,6,"2,03E-04","8,01E-03"
3,11811,13,21073,6,"2,03E-04","8,01E-03"
3,11811,13,72651,7,"2,32E-05","1,44E-03"
3,11811,13,84947,6,"2,03E-04","8,01E-03"
3,11811,13,132904,6,"2,03E-04","8,01E-03"
3,11811,13,198856,6,"2,03E-04","8,01E-03"
3,11811,13,290419,8,"2,34E-06","2,23E-04"
3,11811,13,292699,8,"2,34E-06","2,23E-04"
3,11811,13,869794,6,"2,03E-04","8,01E-03"
3,15939,13,13846,9,"2,10E-07","3,01E-05"
3,15939,13,87315,7,"1,12E-06","4,06E-04"
3,15939,13,152500,6,"2,03E-04","8,01E-03"
3,15939,13,212077,7,"2,32E-05","1,44E-03"
3,15939,13,228173,6,"2,03E-04","8,01E-03"
3,15939,13,233332,7,"2,32E-05","1,44E-03"
3,15939,13,304572,8,"2,34E-06","2,23E-04"
3,15939,13,334870,8,"2,34E-06","2,23E-04"
3,15939,13,447327,7,"2,32E-05","1,44E-03"
3,15939,13,464222,6,"2,03E-04","8,01E-03"
3,15939,13,470577,6,"2,03E-04","8,01E-03"
3,15939,13,474464,6,"1,56E-05","2,87E-03"
3,15939,13,869794,6,"2,03E-04","8,01E-03"
3,15939,13,903853,6,"1,56E-05","2,87E-03"
3,25729,13,11122,7,"2,32E-05","1,44E-03"
3,25729,13,13846,9,"2,10E-07","3,01E-05"
3,25729,13,251353,7,"2,32E-05","1,44E-03"
3,25729,13,282471,9,"2,10E-07","3,01E-05"
3,25729,13,366551,9,"2,10E-07","3,01E-05"
3,25729,13,368429,6,"2,03E-04","8,01E-03"
3,33556,13,11122,6,"2,03E-04","8,01E-03"
3,33556,13,17762,7,"2,32E-05","1,44E-03"
3,33556,13,21073,11,"1,56E-09","4,62E-07"
3,33556,13,23945,6,"2,03E-04","8,01E-03"
3,33556,13,26213,6,"2,03E-04","8,01E-03"
3,33556,13,28436,6,"2,03E-04","8,01E-03"
3,33556,13,41532,6,"2,03E-04","8,01E-03"
3,33556,13,44574,6,"2,03E-04","8,01E-03"
3,33556,13,72651,7,"2,32E-05","1,44E-03"
3,33556,13,81388,6,"2,03E-04","8,01E-03"
3,33556,13,91135,9,"2,10E-07","3,01E-05"
3,33556,13,115475,6,"2,03E-04","8,01E-03"
3,33556,13,132904,7,"2,32E-05","1,44E-03"
3,33556,13,171714,11,"1,56E-09","4,62E-07"
3,33556,13,175863,6,"2,03E-04","8,01E-03"
3,33556,13,179135,6,"2,03E-04","8,01E-03"
3,33556,13,185227,6,"2,03E-04","8,01E-03"
3,33556,13,198856,12,"4,01E-10","1,64E-07"
3,33556,13,212077,9,"2,10E-07","3,01E-05"
3,33556,13,220282,14,"3,17E-10","1,64E-07"
3,33556,13,228173,12,"4,01E-10","1,64E-07"
3,33556,13,230226,6,"2,03E-04","8,01E-03"
3,33556,13,231744,10,"1,73E-08","3,62E-06"
3,33556,13,233332,7,"2,32E-05","1,44E-03"
3,33556,13,237224,10,"1,73E-08","3,62E-06"
3,33556,13,251353,18,"3,17E-10","1,64E-07"
3,33556,13,259727,14,"3,17E-10","1,64E-07"
3,33556,13,269624,11,"1,56E-09","4,62E-07"
3,33556,13,275870,10,"1,73E-08","3,62E-06"
3,33556,13,278808,7,"2,32E-05","1,44E-03"
3,33556,13,284267,8,"2,34E-06","2,23E-04"
3,33556,13,287377,8,"2,34E-06","2,23E-04"
3,33556,13,290419,10,"1,73E-08","3,62E-06"
3,33556,13,292699,8,"2,34E-06","2,23E-04"
3,33556,13,310358,13,"3,22E-10","1,64E-07"
3,33556,13,333582,10,"1,73E-08","3,62E-06"
3,33556,13,337111,8,"2,34E-06","2,23E-04"
3,33556,13,397333,12,"4,01E-10","1,64E-07"
3,33556,13,429328,6,"2,03E-04","8,01E-03"
3,33556,13,447327,7,"1,12E-06","4,06E-04"
3,33556,13,457815,8,"2,34E-06","2,23E-04"
3,33556,13,532669,7,"1,12E-06","4,06E-04"
3,33556,13,746743,9,"2,10E-07","3,01E-05"
3,33556,13,770784,6,"2,03E-04","8,01E-03"
3,33556,13,828735,11,"1,56E-09","4,62E-07"
3,33556,13,842053,6,"2,03E-04","8,01E-03"
3,33556,13,844164,6,"2,03E-04","8,01E-03"
3,33556,13,903853,7,"2,32E-05","1,44E-03"
3,35849,13,228173,6,"2,03E-04","8,01E-03"
3,35849,13,280678,7,"2,32E-05","1,44E-03"
3,35849,13,292699,6,"1,56E-05","2,87E-03"
3,35849,13,310358,6,"2,03E-04","8,01E-03"
3,35849,13,314159,7,"2,32E-05","1,44E-03"
3,35849,13,318081,11,"1,56E-09","4,62E-07"
3,35849,13,330994,6,"1,56E-05","2,87E-03"
3,39135,13,149866,6,"2,03E-04","8,01E-03"
3,39135,13,198856,7,"2,32E-05","1,44E-03"
3,39135,13,228173,7,"2,32E-05","1,44E-03"
3,39135,13,304572,6,"2,03E-04","8,01E-03"
3,43406,13,37401,9,"4,80E-09","5,47E-06"
3,43406,13,185227,7,"1,12E-06","4,06E-04"
3,43406,13,290419,6,"1,56E-05","2,87E-03"
3,43406,13,292699,6,"2,03E-04","8,01E-03"
3,43406,13,300428,6,"1,56E-05","2,87E-03"
3,43406,13,304572,7,"2,32E-05","1,44E-03"
3,43406,13,699099,6,"2,03E-04","8,01E-03"
3,43406,13,899402,6,"2,03E-04","8,01E-03"
3,47306,13,11122,12,"4,01E-10","1,64E-07"
3,47306,13,13846,7,"2,32E-05","1,44E-03"
3,47306,13,16524,7,"2,32E-05","1,44E-03"
3,47306,13,19621,13,"3,22E-10","1,64E-07"
3,47306,13,22055,12,"4,01E-10","1,64E-07"
3,47306,13,30224,7,"2,32E-05","1,44E-03"
3,47306,13,46940,7,"2,32E-05","1,44E-03"
3,47306,13,64696,7,"2,32E-05","1,44E-03"
3,47306,13,84947,6,"2,03E-04","8,01E-03"
3,47306,13,104339,10,"1,73E-08","3,62E-06"
3,47306,13,124328,6,"1,56E-05","2,87E-03"
3,47306,13,132904,7,"2,32E-05","1,44E-03"
3,47306,13,167560,7,"1,12E-06","4,06E-04"
3,47306,13,198856,13,"3,22E-10","1,64E-07"
3,47306,13,220282,7,"2,32E-05","1,44E-03"
3,47306,13,228173,8,"2,34E-06","2,23E-04"
3,47306,13,230226,6,"1,56E-05","2,87E-03"
3,47306,13,231744,7,"2,32E-05","1,44E-03"
3,47306,13,237224,8,"2,34E-06","2,23E-04"
3,47306,13,251353,9,"2,10E-07","3,01E-05"
3,47306,13,259727,13,"3,22E-10","1,64E-07"
3,47306,13,262009,7,"1,12E-06","4,06E-04"
3,47306,13,269624,7,"2,32E-05","1,44E-03"
3,47306,13,275870,11,"1,56E-09","4,62E-07"
3,47306,13,280678,8,"2,34E-06","2,23E-04"
3,47306,13,282471,17,"3,17E-10","1,64E-07"
3,47306,13,284267,7,"2,32E-05","1,44E-03"
3,47306,13,287377,6,"1,56E-05","2,87E-03"
3,47306,13,290419,7,"2,32E-05","1,44E-03"
3,47306,13,292699,9,"2,10E-07","3,01E-05"
3,47306,13,300428,6,"1,56E-05","2,87E-03"
3,47306,13,304572,14,"3,17E-10","1,64E-07"
3,47306,13,310358,7,"2,32E-05","1,44E-03"
3,47306,13,314159,11,"1,56E-09","4,62E-07"
3,47306,13,333582,6,"2,03E-04","8,01E-03"
3,47306,13,342080,7,"2,32E-05","1,44E-03"
3,47306,13,381982,11,"1,56E-09","4,62E-07"
3,47306,13,397333,6,"2,03E-04","8,01E-03"
3,47306,13,415598,8,"2,34E-06","2,23E-04"
3,47306,13,422337,6,"2,03E-04","8,01E-03"
3,47306,13,442150,6,"1,56E-05","2,87E-03"
3,47306,13,530747,8,"2,34E-06","2,23E-04"
3,47306,13,665588,6,"2,03E-04","8,01E-03"
3,47306,13,668392,6,"1,56E-05","2,87E-03"
